ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
AAUC,,,,,0.0270234183419253,0.3464527078838938,33.147,2024-07-01,2026-02-21T18:20:23.442185+00:00
ALB,,,,,,,33.954,2024-07-01,2026-02-21T18:20:23.442185+00:00
ALMS,,,,,,,9.823,2024-07-01,2026-02-21T18:20:23.442185+00:00
ALTI,,,,,,,7.276,2024-07-01,2026-02-21T18:20:23.442185+00:00
ALXO,,,,,,,34.837,2024-07-01,2026-02-21T18:20:23.442185+00:00
AMBP,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
ANDE,,,,,,,75.377,2024-07-01,2026-02-21T18:20:23.442185+00:00
ARW,,,,,,,50.285,2024-07-01,2026-02-21T18:20:23.442185+00:00
ASC,,,,,,,20.316,2024-07-01,2026-02-21T18:20:23.442185+00:00
ASRV,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
ATNI,,,,,,,109.855,2024-07-01,2026-02-21T18:20:23.442185+00:00
BIOA,,,,,,,2.571,2024-07-01,2026-02-21T18:20:23.442185+00:00
BORR,,,,,,,175.879,2024-07-01,2026-02-21T18:20:23.442185+00:00
BTE,,,,,,,48.05,2024-07-01,2026-02-21T18:20:23.442185+00:00
BTU,,,,,,,12.838,2024-07-01,2026-02-21T18:20:23.442185+00:00
BUD,,,,,,,75.033,2024-07-01,2026-02-21T18:20:23.442185+00:00
BWLP,,,,,,,56.525,2024-07-01,2026-02-21T18:20:23.442185+00:00
CAPR,,,,,,,17.34,2024-07-01,2026-02-21T18:20:23.442185+00:00
CATX,,,,,,,1.368,2024-07-01,2026-02-21T18:20:23.442185+00:00
CERS,,,,,,,157.845,2024-07-01,2026-02-21T18:20:23.442185+00:00
CGNX,,,,,,,5.133,2024-07-01,2026-02-21T18:20:23.442185+00:00
CLMT,,,,,,,990098.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
CMPR,,,,,,,158355.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
CMRE,,,,,,,70.165,2024-07-01,2026-02-21T18:20:23.442185+00:00
CPAC,,,,,,,119.895,2024-07-01,2026-02-21T18:20:23.442185+00:00
CTNM,,,,,,,3.044,2024-07-01,2026-02-21T18:20:23.442185+00:00
DNN,,,,,,,148.551,2024-07-01,2026-02-21T18:20:23.442185+00:00
DOW,,,,,,,111.871,2024-07-01,2026-02-21T18:20:23.442185+00:00
DSX,,,,,,,130.293,2024-07-01,2026-02-21T18:20:23.442185+00:00
ECVT,,,,,,,147.58,2024-07-01,2026-02-21T18:20:23.442185+00:00
EDAP,,,,,,,45.847,2024-07-01,2026-02-21T18:20:23.442185+00:00
EDRY,,,,,,,100.362,2024-07-01,2026-02-21T18:20:23.442185+00:00
EIX,,,,,,,215.738,2024-07-01,2026-02-21T18:20:23.442185+00:00
FCX,,,,,,,34.103,2024-07-01,2026-02-21T18:20:23.442185+00:00
FDX,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
FOLD,,,,,,,192.177,2024-07-01,2026-02-21T18:20:23.442185+00:00
FTAI,,,,,,,1381.477,2024-07-01,2026-02-21T18:20:23.442185+00:00
GGB,,,,,,,36.518,2024-07-01,2026-02-21T18:20:23.442185+00:00
GLBS,,,,,,,63.539,2024-07-01,2026-02-21T18:20:23.442185+00:00
GLDD,,,,,,,96.907,2024-07-01,2026-02-21T18:20:23.442185+00:00
GNK,,,,,,,21.677,2024-07-01,2026-02-21T18:20:23.442185+00:00
GNRC,,,,,,,52.479,2024-07-01,2026-02-21T18:20:23.442185+00:00
GORO,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
GPRE,,,,,,,60.197,2024-07-01,2026-02-21T18:20:23.442185+00:00
IBRX,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
ISTR,,,,,,,62827.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
KLIC,,,,,,,4.482,2024-07-01,2026-02-21T18:20:23.442185+00:00
LBRT,,,,,,,29.741,2024-07-01,2026-02-21T18:20:23.442185+00:00
LMT,,,,,,,338.804,2024-07-01,2026-02-21T18:20:23.442185+00:00
LSTA,,,,,,,151644.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
MAZE,,,,,,,6.373,2024-07-01,2026-02-21T18:20:23.442185+00:00
MEC,,,,,,,102.197,2024-07-01,2026-02-21T18:20:23.442185+00:00
MOD,,,,,,,66.658,2024-07-01,2026-02-21T18:20:23.442185+00:00
MOG.A,,,,,,,61.452,2024-07-01,2026-02-21T18:20:23.442185+00:00
MOG.B,,,,,,,61.452,2024-07-01,2026-02-21T18:20:23.442185+00:00
MPTI,,,,,,,0.43,2024-07-01,2026-02-21T18:20:23.442185+00:00
MRK,,,,,,,79.708,2024-07-01,2026-02-21T18:20:23.442185+00:00
MRNA,,,,,,,14.601,2024-07-01,2026-02-21T18:20:23.442185+00:00
MSGS,,,,,,,192695.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
MSLE,,,,,,,21102.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
MUX,,,,,,,26.143,2024-07-01,2026-02-21T18:20:23.442185+00:00
NAUT,,,,,,,15.965,2024-07-01,2026-02-21T18:20:23.442185+00:00
NBR,,,,,,,176.323,2024-07-01,2026-02-21T18:20:23.442185+00:00
NEWP,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
NG,,,,,,,101.993,2024-07-01,2026-02-21T18:20:23.442185+00:00
NMM,,,,,,,64.644,2024-07-01,2026-02-21T18:20:23.442185+00:00
NXE,,,,,,,65.078,2024-07-01,2026-02-21T18:20:23.442185+00:00
ORN,,,,,,,51.787,2024-07-01,2026-02-21T18:20:23.442185+00:00
PBF,,,,,,,53.463,2024-07-01,2026-02-21T18:20:23.442185+00:00
PDS,,,,,,,46.84,2024-07-01,2026-02-21T18:20:23.442185+00:00
PESI,,,,,,,7.44,2024-07-01,2026-02-21T18:20:23.442185+00:00
PHIN,,,,,,,64.272,2024-07-01,2026-02-21T18:20:23.442185+00:00
PII,,,,,,,199.868,2024-07-01,2026-02-21T18:20:23.442185+00:00
PKST,,,,,,,61.356,2024-07-01,2026-02-21T18:20:23.442185+00:00
PKX,,,,,,,45.677,2024-07-01,2026-02-21T18:20:23.442185+00:00
PRG,,,,,,,80.669,2024-07-01,2026-02-21T18:20:23.442185+00:00
PYPD,,,,,,,25.481,2024-07-01,2026-02-21T18:20:23.442185+00:00
QIPT,,,,,,,102.329,2024-07-01,2026-02-21T18:20:23.442185+00:00
QUBT,,,,,,,0.294,2024-07-01,2026-02-21T18:20:23.442185+00:00
RAIL,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
RAPP,,,,,,,2.32,2024-07-01,2026-02-21T18:20:23.442185+00:00
RDNW,,,,,-0.0074946466809421,0.2669239904988123,45249.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
RIG,,,,,,,69.771,2024-07-01,2026-02-21T18:20:23.442185+00:00
RLMD,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
RMCF,,,,,,,153.546,2024-07-01,2026-02-21T18:20:23.442185+00:00
SA,,,,,,,55.304,2024-07-01,2026-02-21T18:20:23.442185+00:00
SBH,,,,,,,187.147,2024-07-01,2026-02-21T18:20:23.442185+00:00
SBLK,,,,,,,50.951,2024-07-01,2026-02-21T18:20:23.442185+00:00
SCHL,,,,,,,43.052,2024-07-01,2026-02-21T18:20:23.442185+00:00
SD,,,,,,,0.27,2024-07-01,2026-02-21T18:20:23.442185+00:00
SDRL,,,,,,,21.955,2024-07-01,2026-02-21T18:20:23.442185+00:00
SEI,,,,,,,63.472,2024-07-01,2026-02-21T18:20:23.442185+00:00
SHIP,,,,,,,103.119,2024-07-01,2026-02-21T18:20:23.442185+00:00
SHLS,,,,,,,28.194,2024-07-01,2026-02-21T18:20:23.442185+00:00
SIMO,,,,,,,578465.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
SMP,,,,,,,102.186,2024-07-01,2026-02-21T18:20:23.442185+00:00
SND,,,,,,,16.087,2024-07-01,2026-02-21T18:20:23.442185+00:00
SPXC,,,,,,,23.349,2024-07-01,2026-02-21T18:20:23.442185+00:00
SRI,,,,,,,71.918,2024-07-01,2026-02-21T18:20:23.442185+00:00
STLD,,,,,,,47.155,2024-07-01,2026-02-21T18:20:23.442185+00:00
STOK,,,,,,,1.552,2024-07-01,2026-02-21T18:20:23.442185+00:00
STRS,,,,,,,65.982,2024-07-01,2026-02-21T18:20:23.442185+00:00
SU,,,,,,,32.143,2024-07-01,2026-02-21T18:20:23.442185+00:00
SUPN,,,,,,,4.021,2024-07-01,2026-02-21T18:20:23.442185+00:00
SYRE,,,,,,,711019.0,2024-07-01,2026-02-21T18:20:23.442185+00:00
TALK,,,,,,,,2024-07-01,2026-02-21T18:20:23.442185+00:00
TALO,,,,,,,57.028,2024-07-01,2026-02-21T18:20:23.442185+00:00
TDW,,,,,,,59.307,2024-07-01,2026-02-21T18:20:23.442185+00:00
TECK,,,,,,,37.055,2024-07-01,2026-02-21T18:20:23.442185+00:00
TEN,,,,,,,103.543,2024-07-01,2026-02-21T18:20:23.442185+00:00
THR,,,,,,,29.735,2024-07-01,2026-02-21T18:20:23.442185+00:00
TMDX,,,,,,,146.213,2024-07-01,2026-02-21T18:20:23.442185+00:00
TWIN,,,,,,,36.137,2024-07-01,2026-02-21T18:20:23.442185+00:00
TXT,,,,,,,54.375,2024-07-01,2026-02-21T18:20:23.442185+00:00
UCTT,,,,,,,83.207,2024-07-01,2026-02-21T18:20:23.442185+00:00
UGP,,,,,,,99.087,2024-07-01,2026-02-21T18:20:23.442185+00:00
VAL,,,,,,,47.486,2024-07-01,2026-02-21T18:20:23.442185+00:00
VALE,,,,,,,54.737,2024-07-01,2026-02-21T18:20:23.442185+00:00
VPG,,,,,,,13.228,2024-07-01,2026-02-21T18:20:23.442185+00:00
