ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
AA,54.03348465639649,0.3458876186735879,-0.233976045859945,,0.0942390369733447,0.2763431285247848,39.427,2025-04-23,2026-02-21T18:20:31.750570+00:00
AAUC,,2.364467550671091,1.1229568269223056,,0.0445146915553357,0.345426045085694,33.147,2025-04-23,2026-02-21T18:20:31.750570+00:00
ALB,,-0.4157042095402267,,,0.0041231566180263,0.145140456559267,33.954,2025-04-23,2026-02-21T18:20:31.750570+00:00
ALMS,,,,,-0.587966538731181,,9.823,2025-04-23,2026-02-21T18:20:31.750570+00:00
ALTI,,0.251674172498902,0.0576353949858372,,0.0028715154685982,0.2706726704966962,7.276,2025-04-23,2026-02-21T18:20:31.750570+00:00
ALXO,,,,,-0.3483096438076901,,34.837,2025-04-23,2026-02-21T18:20:31.750570+00:00
AMBP,,-0.0673707009812822,0.1509583916228765,,0.0218340611353711,0.1182965299684542,,2025-04-23,2026-02-21T18:20:31.750570+00:00
ANDE,-0.99984375,0.0292920576262099,-0.3401693883333126,,0.0002094801572871,0.0574901714792008,75.377,2025-04-23,2026-02-21T18:20:31.750570+00:00
ARW,-0.5656338111771133,-0.2336962515508569,,,0.0134548409663789,0.1135882108894063,50.285,2025-04-23,2026-02-21T18:20:31.750570+00:00
ASC,0.8526234567901239,-0.4073380626169884,0.0484374686561741,,0.0097938943612667,0.2340531920644359,20.316,2025-04-23,2026-02-21T18:20:31.750570+00:00
ASRV,32.1776,0.152383387968702,-0.064619398359687,,0.0172265910670916,,,2025-04-23,2026-02-21T18:20:31.750570+00:00
ATMU,0.0784023668639055,0.0999256589798027,,,0.1684885035808518,0.2653061224489796,161.955,2025-04-23,2026-02-21T18:20:31.750570+00:00
ATNI,,0.0094702877544907,-0.0186966463712604,,-0.018861905415826,0.5553392751570047,109.855,2025-04-23,2026-02-21T18:20:31.750570+00:00
AVIR,,,,,-0.0833698222261143,,0.331,2025-04-23,2026-02-21T18:20:31.750570+00:00
BC,,0.2526304301187769,,,0.0107894455720542,0.2487313799312489,140.428,2025-04-23,2026-02-21T18:20:31.750570+00:00
BG,-0.9867229709800484,-0.1863982361310945,-0.1893472211028485,,0.0190017016449234,0.0512754444730739,89.812,2025-04-23,2026-02-21T18:20:31.750570+00:00
BIOA,,,,,-0.0412814887903259,,2.571,2025-04-23,2026-02-21T18:20:31.750570+00:00
BLFY,,0.3821260938852058,0.0816202546047861,,-0.0082409088265276,,356329.0,2025-04-23,2026-02-21T18:20:31.750570+00:00
BORR,,-0.1962461898600938,-0.2657289487793274,,-0.0173351112934659,0.8342566943674977,175.879,2025-04-23,2026-02-21T18:20:31.750570+00:00
BTE,-0.5207100591715976,-0.1355662080268483,0.0360180662252707,,0.0165606189903474,0.2509653398456657,48.05,2025-04-23,2026-02-21T18:20:31.750570+00:00
BTU,0.3604889600000003,-0.2583117633542388,-0.1979631040266698,,0.0093786635404454,0.1780149413020277,12.838,2025-04-23,2026-02-21T18:20:31.750570+00:00
BUD,0.0994438684136109,-0.2889897866113983,,,,0.5564279424713825,75.033,2025-04-23,2026-02-21T18:20:31.750570+00:00
BWLP,-0.7324613555291319,0.1467603267028785,-0.0263845284947357,,0.0259192043825545,0.0788414424781224,56.525,2025-04-23,2026-02-21T18:20:31.750570+00:00
CALY,,0.162922370918557,0.2690042181518302,,0.0008654083903403,0.6110958527876957,179.929,2025-04-23,2026-02-21T18:20:31.750570+00:00
CAMT,0.1248852157943065,0.115266852334033,-0.0326223615841556,,0.0583597824201169,0.5104941081272443,84.251,2025-04-23,2026-02-21T18:20:31.750570+00:00
CAPR,,,-4.921428325084165,,-0.1910886032482454,,17.34,2025-04-23,2026-02-21T18:20:31.750570+00:00
CAT,-0.7212044689843452,-0.4036932384738911,,,0.1108651131897935,0.3479542424029756,206.67,2025-04-23,2026-02-21T18:20:31.750570+00:00
CATX,,,,,-0.0638584904003232,,1.368,2025-04-23,2026-02-21T18:20:31.750570+00:00
