ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
AA,-0.3344875346260388,-0.2504791726532389,-0.0706223954461785,,0.0267318663406682,0.1212723658051689,39.427,2025-08-20,2026-02-21T18:20:33.775487+00:00
AAUC,-3.4444444444444446,0.2881439978733628,-1.3001905976257857,,-0.0667277659459927,0.2614940133900047,33.147,2025-08-20,2026-02-21T18:20:33.775487+00:00
ALB,,0.1659475306817157,0.3607454343731709,,0.0022359203033125,0.1480279580629056,33.954,2025-08-20,2026-02-21T18:20:33.775487+00:00
ALMS,,-0.9994474874459532,,,0.1222289301852153,,9.823,2025-08-20,2026-02-21T18:20:33.775487+00:00
ALTI,,-0.0074868248903355,-0.1703678581175751,,-0.03554410404405,0.1604833700378338,7.276,2025-08-20,2026-02-21T18:20:33.775487+00:00
ALXO,,,,,-0.4028409531941318,,34.837,2025-08-20,2026-02-21T18:20:33.775487+00:00
AMBP,,0.4824845503405051,0.0863884745852197,,-0.0153374233128834,0.127147766323024,,2025-08-20,2026-02-21T18:20:33.775487+00:00
ANDE,-0.9691742905425093,0.0081693143233601,0.3278793482985332,,0.0057585372128152,0.0505174163844216,75.377,2025-08-20,2026-02-21T18:20:33.775487+00:00
ARW,2.7253150653254705,0.0832442377278033,0.1767834658114552,,0.0296419735739016,0.1119608092246555,50.285,2025-08-20,2026-02-21T18:20:33.775487+00:00
ASC,2.3611111111111116,-0.2287786717197086,0.0716859618478252,,0.0148583741078242,0.288704438830747,20.316,2025-08-20,2026-02-21T18:20:33.775487+00:00
ASRV,,0.0724503073062086,0.0268817755565093,,-0.0025423499607828,,,2025-08-20,2026-02-21T18:20:33.775487+00:00
ATMU,1.25,0.2433867583963207,0.0647391486715167,,0.1893771735693961,0.288864388092613,161.955,2025-08-20,2026-02-21T18:20:33.775487+00:00
ATNI,,0.0083475427765604,0.0181338489639842,,-0.0153165663510776,0.5623386651958081,109.855,2025-08-20,2026-02-21T18:20:33.775487+00:00
AVIR,,,,,-0.1019741174920969,,0.331,2025-08-20,2026-02-21T18:20:33.775487+00:00
