ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
AA,-0.8192723284090644,0.0313360881542699,0.0965642771450843,,0.0365642237982663,0.1001669449081803,39.427,2025-11-16,2026-02-21T18:20:34.997318+00:00
AAMI,-0.3950617283950619,0.1714053614947197,0.0693160050958214,,0.7401960784313726,0.3758668515950069,311.19,2025-11-16,2026-02-21T18:20:34.997318+00:00
AAUC,-3.4444444444444446,0.2881439978733628,-1.3001905976257857,,,,33.147,2025-11-16,2026-02-21T18:20:34.997318+00:00
ABBV,-0.9807098765432098,0.091009681881051,-0.1329990872353781,,-0.0704012112036336,0.6637931034482759,,2025-11-16,2026-02-21T18:20:34.997318+00:00
ABVX,2.3870967741935485,,,,-0.2999737891158325,,14.472,2025-11-16,2026-02-21T18:20:34.997318+00:00
ACAD,1.0999999999999996,0.1127471535656805,-0.0297099313724189,,0.0782526884064923,0.9223099919966408,5.975,2025-11-16,2026-02-21T18:20:34.997318+00:00
ACNT,-0.639344262295082,-0.0565667209502825,0.3018615184197717,,-0.023964266029763,0.2965426207036604,24.626,2025-11-16,2026-02-21T18:20:34.997318+00:00
ACR,5.380952380952381,0.3586960842774795,0.2760700139069432,,0.0348048636262842,,283.925,2025-11-16,2026-02-21T18:20:34.997318+00:00
ADCT,-0.2857142857142857,-0.1103227902946274,0.0540542979657384,,0.1719938030841831,0.92682778352712,,2025-11-16,2026-02-21T18:20:34.997318+00:00
AEIS,2.4082840236686387,0.238107963655799,-0.0418240629140871,,0.0353427172582619,0.3764299589898554,42.802,2025-11-16,2026-02-21T18:20:34.997318+00:00
AEM,0.8584070796460179,0.4193339330091867,-0.0544896362794879,,0.0448775892688009,0.585142680458332,1.299,2025-11-16,2026-02-21T18:20:34.997318+00:00
AEP,1.828125,0.2102657831626038,0.2504578832239637,,0.0319849420684254,0.603137894316518,159.557,2025-11-16,2026-02-21T18:20:34.997318+00:00
AER,3.0230215352094083,0.2353786639420658,0.3151803550989345,,0.0669860996406296,0.4611640707606567,238.421,2025-11-16,2026-02-21T18:20:34.997318+00:00
AGI,2.25,0.2809642560266001,-0.2609181979789008,,0.0684114093295038,0.5801427644386762,6.831,2025-11-16,2026-02-21T18:20:34.997318+00:00
AGX,0.0849999999999999,-0.0227813920189254,-0.1712254532974795,,0.073233899597341,0.1869338610329162,0.626,2025-11-16,2026-02-21T18:20:34.997318+00:00
AHR,-12.000000000000002,0.0937794713390631,0.0525846350556797,,0.020882488349351,0.2066667015745186,62.42,2025-11-16,2026-02-21T18:20:34.997318+00:00
AIP,0.0499999999999998,0.1831713450689867,0.0567170985411354,,0.7853087605904446,0.8985523897058824,,2025-11-16,2026-02-21T18:20:34.997318+00:00
